Headline,Paragraph,URL,Category

Dora Akunyili husband Chike Akunyili death: Five things we know about di killing of late ex-NAFDAC DG spouse,"Residents of Anambra state dey in shock sake of di death of Dr. Chike Akunyili husband to late Prof. Dora Akunyili. Gunmen shoot and kill oga Akunyili for south east of Nigeria. Late Prof. Dora Akunyili na former Director General of National Agency for Food & Drug Administration (NAFDAC) and minister of Information. Dis na di breakdown of wetin we know about oga Akunyilli death. Di incident happun on Tuesday September 28, 2021. And na for Umuoji inside Idemili North Local Goment Area of Anambra State e happun , according to local media. Son of di late doctor tell BBC say Dr Akunyili bin dey return to Enugu from one meeting to honour e wife inside Onitsha wen di gunmen begin shoot im motor, kill am instantly with im driver and police orderly. Di Commissioner of Police for Anambra state, Tony Olufu visit di scene of di attack on Wednesday. Oga Olufu order di tactical commanders of di command to sharpely put an end di madness for di state. Di proscribed Indigenous Pipo of Biafra (IPOB) don react. IPOB, say dem no get hand inside im death. Dem tok dis one for inside statement dem release on Wednesday 29 September 2021. ""We no get issues wit Chike Akunyili and no be we kill am, those wey dem behind dis must stop dis and stop to dey use IPOB name."" Dem tok. Lawmakers for senate on Wednesday observe one minute silence in honour of late Dr. Chike Akunyili as dem begin plenary on Wednesday 29, 2021 for di kontri capital Abuja. Meanwhile di Anambra state govnor Willie Obiano don condemn di violence wey di state don witness in di past few days. E tok dis one for state broadcast today. And also announce twenty million Naira (N20,000,000.00) reward for any useful information wey go leading to di arrest of di pipo wey get hand for dis bad-bad attacks for di State. Di South eastern part of Nigeria in recent times dey experience violent attacks from gunmen wey authorities neva fit identify - most of di incidents na hit and run attacks. Dis dey happen as members of di Indigenous People of Biafra (IP0B) wey Nigeria goment don ban dey agitate for separation from di kontri.",https://www.bbc.com/pidgin/tori-58736254,MOST_POPULAR

Dora Akunyili husband Dr Chike Akunyili death plus timeline of odas wey die on di same 'bloody' day in separate attacks for Anambra state,"Anambra State Govnor Willie Obiano don announce N20 million naira reward for information on di pipo wey dey cause kasala for di state. Dis one dey come afta report of di murder of Dr. Chike Akunyili, husband to late Prof. Dora Akunyili wey 'unknown gunmen' shoot and kill for Idemili North Local Government area of di state. Di govnor say im receive security briefing say dem attack offices of some political parties, branded campaign vehicles and kill some pipo wey occupy dem. Govnor Willie Obiano wey address press conference a day afta di bloody incident for di state wey kill di doctor, say at least 10 pipo die between 26th and 28th of September for di state. Di govnor ask all citizens of Anambra State to join forces with goment to confront di common enemy.  ""To reinforce our commitment and seriousness on dis issue, I on behalf of di State Government, wish to announce a twenty million Naira (N20,000,000.00) reward for any useful information leading to di arrest of di perpetrators of dis heinous attacks on our State. Di pipo behind dis must be unmasked and brought to book."" E tok. Di murder of di late Dr Akunyili hapun on di 28th of September, 2021. According to police for di state, di attack wey claim di doctor life no be di only one wey hapun. According to dem, dat day na bloody day for Anambra state. See di timeline of di attacks wey hapun dat day. All dis attacks dey happen five weeks to di governorship election for di state - di Independent National Electoral Commission (INEC) fix 6 November for di election. Police for di state don call for calm, as di Command say dem go collaborate with other Security Agencies for di State to deal with di pipo wey dey cause di palava. ",https://www.bbc.com/pidgin/tori-58738377,MOST_POPULAR

Nigeria at 61: President Buhari speech today as Nigeria mark Independence Day,"Nigeria President, Muhammadu Buhari don address im citizens as di kontri celebrate 61 years of independence on Friday October 1st, 2021. President Buhari say upon di challenges wey di kontri dey face today, most Nigeria still dey maintain di spirit of 1st October celebration. Di president say di goment most priorities na to continue stabilize di economy afta di deep recession wey di kontri experience and to restore peace for areas wey dey face security challenges. But di Covid-19 pandemic pandemic and di impact on different kontries don make e goment shift gears and re-strategise. E appeal to Nigerians not to take Covid-19 likely. Nigeria get dia independence from Britain for October 1st, 1960. President Buhari also take di opportunity to remind di global community that di current rate of access to Covid-19 vaccine no dey acceptable. ""We no fit afford a situation where just few kontries keep di global vaccine supply to demsef at di expense of oda nations."" Concerning security challenges wey Nigeria dey face, President Buhari say di goment don take di fight to di kontri enemies from all angles to secure Nigeria and dem dey win dis fight. ​""For di North East region alone, over eight thousand Boko Haram terrorists don surrender."" To fight banditry, di president say Nigerian Armed Forces don recruit ova 17,000 personnel and e don approve forNigerian Police Force to recruit 10,000 police officers annually over di next six years. E say di goment dey ready to arrest any pesin wey dey incite violence through words or action.  ""Our hope no be to fight for peace. We fit always settle our grievances peacefully without spilling any blood,"" di president tok. E add say ​Nigeria na for everybody and di unity of di kontri no dey negotiable plus advise Nigerians to embrace peace and comot hands from violence. President Buhari say di recent arrest of Nnamdi Kanu and Sunday Adeyemo, and di ongoing investigations wey dem dey do don reveal certain high-profile pipo wey dey finance dem. ""We dey seriously pursue all dis financiers including one identify as a serving member of di national assembly."" ""My kontri pipo, dis na clear example of how pipo abandon dia national leadership positions for dia selfish gains.  ""Instead of preaching unity, dem dey fund and mislead our youth to do criminal acts wey sometimes lead to unfortunate and unnecessary loss of lives and property,"" President Buhari tok. E add say as di so-called leaders run go abroad to hide, di innocent youths dey mislead and abandon for streets to fight for dia senseless and destructive causes. President Buhari say im don direct make dem lift di suspension of twitter only if dem meet di conditions to allow di kontri citizens continue di use of di platform for business and positive engagements.   ""Social media na very useful platforms wey don make millions of Nigerians connect with loved ones... but recent events don show say some users dey misuse di platform to promote fake news, commit crimes and odas."" ""To address dis negative trends, Federal Goment suspend Twitter for Nigeria on June 5, 2021 to address dis challenges."" Di president say afta di shutdown, e set up committee wey go tok with Twitter to settle di issues and di Committee, along with dia Technical Team don address some issues; ​And afta di committee tok-tok with twitter, di president say e don direct make dem lift di ban except Twitter meet di conditions wey goment give dem. ""As a kontri, we dey committed to ensure say digital companies use dia platform to enhance di lives of our citizens, respect Nigeria sovereignty, cultural values and promote online safety."" President Buhari tok say di food prices wey dey go up recently na sake of di artificial shortages wey middlemen wey dey buy and hide food create. ""Unfortunately, as our food production capacity don increase, food prices don dey go up because of artificial shortages wey middlemen wey dey buy and hoard dis essential commodities create for profit."" In order to address dis, di president direct di Ministry of Agriculture and Rural Development to rehabilitate di National Food Reserve Agency. And make dem also work with security agencies, di Nigerian Commodity Exchange, and di National Assembly to find  lasting solution to dis hiding activities.",https://www.bbc.com/pidgin/tori-58758300,NIGERIA

Nigeria at 61: Interesting Fotos of how Nigerians celebrate independence day,"Nigerians dey celebrate di kontri 61st independence day on Friday 1 October. Federal goment bin declare di day as public holiday. Dis year celebration happun but without di usual serere and na sake of COVID-19 concerns. Nigeria Minister for Interior, Ogbeni Rauf Aregbesola say, to celebrate Nigeria 61 Independence Anniversary dey necessary, but add say di safety of kontri pipo na di President major concern, especially wit COVID-19 third Delta variant wey still dey worry. Di activities to mark di 61st Independence Day celebration bin start on Sunday 26 wit Thanksgiving service for Abuja. Vice President Yemi Osinbajo and im wife attend di service wit Christian leaders. BBC Pidgin bin visit some areas and dis na wetin we see.",https://www.bbc.com/pidgin/tori-58765513,NIGERIA

"Dora Akunyili husband: DSS, Ipob deny killing of Dr Chike Akunyili","Department of State Services (DSS) don deny allegation wey say dia operatives kill Dr Chike Akunyili. For one statement from di Public Relations Officer, Department of State Services, National Headquarters, Dr Peter Afunanya, DSS say dem go track down those wey dey behind di murder. ""Di attention of di Service don dey drawn to di allegation dat dia operatives kill Dr Chike Akunyili."" ""Also, di Service dey alerted to one social media video wey claim say 'Nigerian DSS' murder security escorts for Nkpor, Anambra State on 28th September, 2021."" ""Di service hereby deny all dis allegations and wish to clearly state say dem dey fake and illogical. No basis for di DSS to kill di medical doctor or fellow law enforcement agents."" Di Department of State Services add say dem cherish life and believe in di rule of law. DSS also advise pipo for public to dey careful of false tori from those pipo wey wan use DSS to cover up dia bad crime. ""Meanwhile, di Service and sister agencies no go stop to track down those wey dey behind di breakdown of law and order for parts of di kontri with di plan to bring dem to justice."" On Tuesday, 28th September, gunmen kill Dr Chike, di husband to di former Director-General of di National Agency for Food and Drug Administration and Control (NAFDAC), late Prof Dora Akunyili. Di incident happun for Umuoji inside Idemili North Local Goment Area of Anambra State, according to local media. And dis don cause different speculations for Nigeria as pipo begin point accusing finger upandan for social media. Anambra state police oga, Tony Olufu wey visit di scene of di attack tok say dem go sharperly put an end to di madness for di state. Nigeria President Muhammadu Buhari don express deep sadness ova di killing of Dr Chike Akunyili. For one statement from im Special Adviser on Media and Publicity, Femi Adesina, di president tok say e share di pain of di offspring of Prof and Dr Akunyili, dia families and friends. President Buhari tok say e get fond memories of working with di late Dora Akunyili for di Petroleum Trust Fund (PTF), adding dat; ""Nigerians no go ever forget di memory of di amazon, wey distinguish herself as courageous, dependable and patriotic citizen."" Di President advise security agencies and leaders of thought to work harder to end di violence on innocent Nigerians. E promise di families wey lose dia loved ones say di pipo wey do dis bad crime go face both di judgment of man, and dat of God. Anambra State Governor, Willie Obiano  place N20m reward for those wey fit provide information on who kill Dr Chike Akunyili. Governor Obiano, say di state goment decision na to drive home dia concern to how dis mata dey serious well-well. E condemn in very strong terms, di violence wey don dey happun for Anambra state for di past few days. ""Since last weekend, some armed pesin don unleash terror with sporadic attacks on innocent citizens for various parts of di State."" ""Between Sunday 26th and 28th September, 2021 attacks on citizens for Oko, Agulu, Obosi, Nkpor, Nnobi, Nnewi and oda places don leave 10 pipo dead including one illustrious son of dis State, Dr Chike Akunyili."" Di Governor advise all citizens of Anambra State and every pesin wey dey live or do business there to join hands stop di senseless killings. Di proscribed Indigenous Pipo of Biafra (IPOB) tok say dem no get hand inside for di killing of Dr Chike Akunyilli IPOB tok dis one for inside statement dem release on Wednesday 29 September 2021. ""We no get issues wit Chike Akunyili and no be we kill am, those wey dem behind dis must stop dis and stop to dey use IPOB name."" Dem tok",https://www.bbc.com/pidgin/tori-58745492,NIGERIA

We no ban travellers wey never get Covid 19 vaccine - NCAA,"Di Nigerian Civil Aviation Authority (NCAA) don deny tori say di federal goment bin direct say make travellers wey no get proof of vaccination no go enta plane. Dem tok dis one for inside statement say dem no get any of dat kain directive from di Federal goment through di join bodi. Dis na afta tori start to dey go round say the ban on pipo wey no get ""proof of vaccination"" to travel go start for December. Howeva, dem tok say dem still dey work with di Federal Goment to reduce di way di Coronavirus Delta variant dey spread. Dis statement dey come even as di Presidential Steering committee on Covid 19 say dem dey expect 3.5 million doses of Pfizer vaccines to land di kontri soon. But NCAA say wetin dey dey check on for now na to make sure say pipo follow safety protocols like wearing of facemask, washing of hands, avoiding crowded spaces, using hand sanitizer wey dey alcohol based and maintaining social distance.",https://www.bbc.com/pidgin/tori-58709438,NIGERIA

Nigeria Independence Day: Goment declare Public holiday to mark di kontri 61st Independence celebration,"Nigeria Federal goment don declare Friday, October 1, as public holiday to mark di kontri 61st  Independence anniversary Celebration.   Minister of Interior, Rauf Aregbesola na im make di announcement on behalf of di Federal goment. E congratulate all Nigerians for dis year celebration and say goment dey committed to tackle and end all di kontri challenges.  ""A kontri of about 200 million and above pipo wey natural talent, grit and passion dey shine like di precious diamond wey we be"", na so e tok ""Nigerians dey sparkle like diamonds for pack, weda na Academics, Business, Innovation, Music, Movie, Entertainment, Fashion and culture. We be di leading black nation for di whole world and no doubt  Africa pride and beacon of hope"" Aregbesola add. On October 1, 1960 Nigeria, Africa most populous nation declare im independence from British colonial rule. Di Minister confirm say, to celebrate Nigeria 61 Independence Anniversary dey necessary, but add say di safety of kontri pipo na di President major concern, especially wit COVID-19 third Delta variant  wey still dey worry.  So e say dis year celebration go happun but without di usual serere.  Aregbesola use di opportunity to wish Nigerians fruitful independence celebration. E still remind kontri pipo of wetin di founding fathers tok, wia dem say in spite of di difference in faith, tribe and tongue dem bin come together for Nigeria independence. For di end of im statement e tell kontri pipo say ""We must work together to make Nigeria great."" Aregbesola tok. Tori be say di activities to mark di 61st Independence Day celebration bin start on Sunday 26 wit Thanksgiving service for Abuja. Vice President Yemi Osinbajo and im wife attend di service wit Christian leaders.",https://www.bbc.com/pidgin/tori-58750519,NIGERIA

Paternity leave in Nigeria for men go be two weeks - FG,"Di Federal Executive Council wey Vice-President Yemi Osinbajo bin preside ova today don approve 14 day paternity leave for civil servants. Na di head of civil service for di federation, Folasade Yemi-Esan tell dis one give tori pipo at di end of di weekly meeting. Oga Yemi-Esan tok say di leave go dey calculated based on working days, not calendar days. E say e dey important so new papa dem go fit bond with dia new borns or adopted pikin. Howeva for Aaopted pikin dem, e go only dey available for men wey adopt pikin wey dey less dan four months. Before for Nigeria, na states dey regulate the paternity leave for dia workers for 10 days. For May 2018, Nigeria house of representatives bin reject bill wey suppose allow married men wey dey work for public and private sectors dem to go for leave. One of di worries wey dem bin get na on top men wey get multiple wives dem. For 2014, Lagos State approve 10 days paternity leave for any male civil servant for di state with new pikin. Di International Labour Organization for report tok say paternity leave dey di national legislature of 79 kontris, 29 of which dey for Africa. Tunisa bin get one day leave while Morocco and Tanzania dey give less dan one week. Benin bin give up to ten days while Kenya dey give up to two weeks of paternity leave.",https://www.bbc.com/pidgin/tori-58709437,NIGERIA

,"Rivers state Govnor, Nyesom Wike say im and di former Aviation minister Femi Fani-Kayode wey just defect from di opposition Peoples Democratic Party, PDP to di ruling All Progressives Congress, APC, no be friends. Di govnor tok for inside exclusive interview with BBC Pidgin where im bin dey react to di defection say di former minister no be pesin wey even bin dey useful for di PDP before. ""I no know why pipo dey say e dey shock dem, you see no be everybody wey dey tok you go take imtok, some pipo dey tok so dem go find dem something to chop, some na so make dem save dem from problem wey dem get dats if at all dem go be saved. Me and Femi no be friends, im say one of di govnors wey e dey reach, na Rivers state, e know say e no go fit reach me, we no dey gel, e no go work, I no dey like artificial tins, me and Femi no dey tok. ""Femi wey dey tok, e come from Osun , which day e win Osun, no be im be spokesman for Jonathan campaign, wetin e don help PDP do?"" Wike tok. On di rumour of di defection of di former president of Nigeria, Goodluck Jonathan, Govnor Wike say if e get chance, e go advise am not to tink am. ""If I see di former president I go ask am say, oga wetin I hear? Make you no go anywhere oh, dis pipo wan spoil di remaining reputation wey you get. Dis pipo no like you, you suppose know dem well-well. Dem no like you. Wetin dis pipo never do, wetin dem never tok about you, dat tin wey dem don tok e don change? Wetin APC dey do na to bring pipo from PDP wen dem bring dem, dem destroy dem so dem no get anywhere to go again. I respect di former president and I know say e be man of integrity. E no go just begin jump, if I get way to advise am I go tell am not make dat mistake, if e wan run fro president make e do am under PDP,"" Wike tok. On question of weda e get interest to run for 2023 as presidential candidate under di PDP, Govnor Wike say im first and main interest now na to build di party. Govnor Wike also chook mouth for di palava of di party former national chairman wey dem suspend, Uche Secondus, according to Wike, Secondus bin dey run di party enta ground so e follow for pipo wey tok say make dem remove am afta im ward suspend am and im happy with di decision.  ""E get di time wey I deny say I no get hand, dem suspend am e no dey do well, dem suspend am e no dey do well and I happy as dem do so. E get di tim wey I tell you say my hand no dey, I no hide am I know and I support am becos e no dey do well, if we leave am dis party go die dats why I say as di ward remove am, state approve am."" Wike tok. Reacting to di recent murder of Dr Chike Akunyili, husband to di late Director-General of di National Agency for Food and Drug Administration and Control, NAFDAC, Wike blame federal goment on di issue of insecurity, say dem never take am seriously. ""Di kain of insecurity in Nigeria don too much, no day you go wake up wey you no hear say pesin don die, not death pertaining to sickness but dem kill am like say no security, wetin I go blame Anambra state govnor for? Govnors dey try to see how dem go fit put security but sometimes di federal government dey sabotage dem just like me wey dem sabotage well-well."" On di issue of di recent controversy around who suppose collect di Value Added Tax, VAT, between di state and federal goment, di govnor respond to statement of di northern govnor's forum wey say e move to challenge di legality of dat issue for court go lead to confusion and multiple taxation. ""Wetin dem dey call multiple taxation, na dem go dey dia dey interpret, na me put di tin for law, di issue I dey tell dem be say make una tok true, di tin wey I tok no be wetin di law tok? So if we agree say di tin I tok na true, den make we tok say ok you no say if you dey do am e go bring multiple taxation dat wan na anoda second arm of it, how e go take bring multiple taxation, den we go fit siddon say you wey you know how to correct am wey no go cos multiple taxation oya come siddon do am, no be to tell me say e go cos multiple taxation."" Di govnor fire back. Click here to watch di full longer version of di video.",https://www.bbc.com/pidgin/tori-58761997,NIGERIA

